word,sentiment,lexicon,score
controversy,negative,bing,NA
convenience,positive,bing,NA
convenient,positive,bing,NA
conveniently,positive,bing,NA
convience,positive,bing,NA
convienient,positive,bing,NA
convient,positive,bing,NA
convincing,positive,bing,NA
convincingly,positive,bing,NA
convoluted,negative,bing,NA
cool,positive,bing,NA
coolest,positive,bing,NA
cooperative,positive,bing,NA
cooperatively,positive,bing,NA
cornerstone,positive,bing,NA
correct,positive,bing,NA
correctly,positive,bing,NA
corrode,negative,bing,NA
corrosion,negative,bing,NA
corrosions,negative,bing,NA
corrosive,negative,bing,NA
corrupt,negative,bing,NA
corrupted,negative,bing,NA
corrupting,negative,bing,NA
corruption,negative,bing,NA
corrupts,negative,bing,NA
corruptted,negative,bing,NA
cost-effective,positive,bing,NA
cost-saving,positive,bing,NA
costlier,negative,bing,NA
costly,negative,bing,NA
counter-attack,positive,bing,NA
counter-attacks,positive,bing,NA
counter-productive,negative,bing,NA
counterproductive,negative,bing,NA
coupists,negative,bing,NA
courage,positive,bing,NA
courageous,positive,bing,NA
courageously,positive,bing,NA
courageousness,positive,bing,NA
courteous,positive,bing,NA
courtly,positive,bing,NA
covenant,positive,bing,NA
covetous,negative,bing,NA
coward,negative,bing,NA
cowardly,negative,bing,NA
cozy,positive,bing,NA
crabby,negative,bing,NA
crack,negative,bing,NA
cracked,negative,bing,NA
cracks,negative,bing,NA
craftily,negative,bing,NA
craftly,negative,bing,NA
crafty,negative,bing,NA
cramp,negative,bing,NA
cramped,negative,bing,NA
cramping,negative,bing,NA
cranky,negative,bing,NA
crap,negative,bing,NA
crappy,negative,bing,NA
craps,negative,bing,NA
crash,negative,bing,NA
crashed,negative,bing,NA
crashes,negative,bing,NA
crashing,negative,bing,NA
crass,negative,bing,NA
craven,negative,bing,NA
cravenly,negative,bing,NA
craze,negative,bing,NA
crazily,negative,bing,NA
craziness,negative,bing,NA
crazy,negative,bing,NA
creak,negative,bing,NA
creaking,negative,bing,NA
creaks,negative,bing,NA
creative,positive,bing,NA
credence,positive,bing,NA
credible,positive,bing,NA
credulous,negative,bing,NA
creep,negative,bing,NA
creeping,negative,bing,NA
creeps,negative,bing,NA
creepy,negative,bing,NA
crept,negative,bing,NA
crime,negative,bing,NA
criminal,negative,bing,NA
cringe,negative,bing,NA
cringed,negative,bing,NA
cringes,negative,bing,NA
cripple,negative,bing,NA
crippled,negative,bing,NA
cripples,negative,bing,NA
crippling,negative,bing,NA
crisis,negative,bing,NA
crisp,positive,bing,NA
crisper,positive,bing,NA
critic,negative,bing,NA
critical,negative,bing,NA
criticism,negative,bing,NA
criticisms,negative,bing,NA
criticize,negative,bing,NA
criticized,negative,bing,NA
criticizing,negative,bing,NA
critics,negative,bing,NA
cronyism,negative,bing,NA
crook,negative,bing,NA
crooked,negative,bing,NA
crooks,negative,bing,NA
crowded,negative,bing,NA
crowdedness,negative,bing,NA
crude,negative,bing,NA
cruel,negative,bing,NA
crueler,negative,bing,NA
cruelest,negative,bing,NA
cruelly,negative,bing,NA
cruelness,negative,bing,NA
cruelties,negative,bing,NA
cruelty,negative,bing,NA
crumble,negative,bing,NA
crumbling,negative,bing,NA
crummy,negative,bing,NA
crumple,negative,bing,NA
crumpled,negative,bing,NA
crumples,negative,bing,NA
crush,negative,bing,NA
crushed,negative,bing,NA
crushing,negative,bing,NA
cry,negative,bing,NA
culpable,negative,bing,NA
culprit,negative,bing,NA
cumbersome,negative,bing,NA
cunt,negative,bing,NA
cunts,negative,bing,NA
cuplrit,negative,bing,NA
cure,positive,bing,NA
cure-all,positive,bing,NA
curse,negative,bing,NA
cursed,negative,bing,NA
curses,negative,bing,NA
curt,negative,bing,NA
cushy,positive,bing,NA
cuss,negative,bing,NA
cussed,negative,bing,NA
cute,positive,bing,NA
cuteness,positive,bing,NA
cutthroat,negative,bing,NA
cynical,negative,bing,NA
cynicism,negative,bing,NA
d*mn,negative,bing,NA
damage,negative,bing,NA
damaged,negative,bing,NA
damages,negative,bing,NA
damaging,negative,bing,NA
damn,negative,bing,NA
damnable,negative,bing,NA
damnably,negative,bing,NA
damnation,negative,bing,NA
damned,negative,bing,NA
damning,negative,bing,NA
damper,negative,bing,NA
danger,negative,bing,NA
dangerous,negative,bing,NA
dangerousness,negative,bing,NA
danke,positive,bing,NA
danken,positive,bing,NA
daring,positive,bing,NA
daringly,positive,bing,NA
dark,negative,bing,NA
darken,negative,bing,NA
darkened,negative,bing,NA
darker,negative,bing,NA
darkness,negative,bing,NA
darling,positive,bing,NA
dashing,positive,bing,NA
dastard,negative,bing,NA
dastardly,negative,bing,NA
daunt,negative,bing,NA
daunting,negative,bing,NA
dauntingly,negative,bing,NA
dauntless,positive,bing,NA
dawdle,negative,bing,NA
dawn,positive,bing,NA
daze,negative,bing,NA
dazed,negative,bing,NA
dazzle,positive,bing,NA
dazzled,positive,bing,NA
dazzling,positive,bing,NA
dead,negative,bing,NA
dead-cheap,positive,bing,NA
dead-on,positive,bing,NA
deadbeat,negative,bing,NA
deadlock,negative,bing,NA
deadly,negative,bing,NA
deadweight,negative,bing,NA
deaf,negative,bing,NA
dearth,negative,bing,NA
death,negative,bing,NA
debacle,negative,bing,NA
debase,negative,bing,NA
debasement,negative,bing,NA
debaser,negative,bing,NA
debatable,negative,bing,NA
debauch,negative,bing,NA
debaucher,negative,bing,NA
debauchery,negative,bing,NA
debilitate,negative,bing,NA
debilitating,negative,bing,NA
debility,negative,bing,NA
debt,negative,bing,NA
debts,negative,bing,NA
decadence,negative,bing,NA
decadent,negative,bing,NA
decay,negative,bing,NA
decayed,negative,bing,NA
deceit,negative,bing,NA
deceitful,negative,bing,NA
deceitfully,negative,bing,NA
deceitfulness,negative,bing,NA
deceive,negative,bing,NA
deceiver,negative,bing,NA
deceivers,negative,bing,NA
deceiving,negative,bing,NA
decency,positive,bing,NA
decent,positive,bing,NA
deception,negative,bing,NA
deceptive,negative,bing,NA
deceptively,negative,bing,NA
decisive,positive,bing,NA
decisiveness,positive,bing,NA
declaim,negative,bing,NA
decline,negative,bing,NA
declines,negative,bing,NA
declining,negative,bing,NA
decrement,negative,bing,NA
decrepit,negative,bing,NA
decrepitude,negative,bing,NA
decry,negative,bing,NA
dedicated,positive,bing,NA
defamation,negative,bing,NA
defamations,negative,bing,NA
defamatory,negative,bing,NA
defame,negative,bing,NA
defeat,positive,bing,NA
defeated,positive,bing,NA
defeating,positive,bing,NA
defeats,positive,bing,NA
defect,negative,bing,NA
defective,negative,bing,NA
defects,negative,bing,NA
defender,positive,bing,NA
defensive,negative,bing,NA
deference,positive,bing,NA
defiance,negative,bing,NA
defiant,negative,bing,NA
defiantly,negative,bing,NA
deficiencies,negative,bing,NA
deficiency,negative,bing,NA
deficient,negative,bing,NA
defile,negative,bing,NA
defiler,negative,bing,NA
deform,negative,bing,NA
deformed,negative,bing,NA
defrauding,negative,bing,NA
deft,positive,bing,NA
defunct,negative,bing,NA
defy,negative,bing,NA
degenerate,negative,bing,NA
degenerately,negative,bing,NA
degeneration,negative,bing,NA
deginified,positive,bing,NA
degradation,negative,bing,NA
degrade,negative,bing,NA
degrading,negative,bing,NA
degradingly,negative,bing,NA
dehumanization,negative,bing,NA
dehumanize,negative,bing,NA
deign,negative,bing,NA
deject,negative,bing,NA
dejected,negative,bing,NA
dejectedly,negative,bing,NA
dejection,negative,bing,NA
delay,negative,bing,NA
delayed,negative,bing,NA
delaying,negative,bing,NA
delays,negative,bing,NA
delectable,positive,bing,NA
delicacy,positive,bing,NA
delicate,positive,bing,NA
delicious,positive,bing,NA
delight,positive,bing,NA
delighted,positive,bing,NA
delightful,positive,bing,NA
delightfully,positive,bing,NA
delightfulness,positive,bing,NA
delinquency,negative,bing,NA
delinquent,negative,bing,NA
delirious,negative,bing,NA
delirium,negative,bing,NA
delude,negative,bing,NA
deluded,negative,bing,NA
deluge,negative,bing,NA
delusion,negative,bing,NA
delusional,negative,bing,NA
delusions,negative,bing,NA
demean,negative,bing,NA
demeaning,negative,bing,NA
demise,negative,bing,NA
demolish,negative,bing,NA
demolisher,negative,bing,NA
demon,negative,bing,NA
demonic,negative,bing,NA
demonize,negative,bing,NA
demonized,negative,bing,NA
demonizes,negative,bing,NA
demonizing,negative,bing,NA
demoralize,negative,bing,NA
demoralizing,negative,bing,NA
demoralizingly,negative,bing,NA
denial,negative,bing,NA
denied,negative,bing,NA
denies,negative,bing,NA
denigrate,negative,bing,NA
denounce,negative,bing,NA
dense,negative,bing,NA
dent,negative,bing,NA
dented,negative,bing,NA
dents,negative,bing,NA
denunciate,negative,bing,NA
denunciation,negative,bing,NA
denunciations,negative,bing,NA
deny,negative,bing,NA
denying,negative,bing,NA
dependable,positive,bing,NA
dependably,positive,bing,NA
deplete,negative,bing,NA
deplorable,negative,bing,NA
deplorably,negative,bing,NA
deplore,negative,bing,NA
deploring,negative,bing,NA
deploringly,negative,bing,NA
deprave,negative,bing,NA
depraved,negative,bing,NA
depravedly,negative,bing,NA
deprecate,negative,bing,NA
depress,negative,bing,NA
depressed,negative,bing,NA
depressing,negative,bing,NA
depressingly,negative,bing,NA
depression,negative,bing,NA
depressions,negative,bing,NA
deprive,negative,bing,NA
deprived,negative,bing,NA
deride,negative,bing,NA
derision,negative,bing,NA
derisive,negative,bing,NA
derisively,negative,bing,NA
derisiveness,negative,bing,NA
derogatory,negative,bing,NA
desecrate,negative,bing,NA
desert,negative,bing,NA
desertion,negative,bing,NA
deservedly,positive,bing,NA
deserving,positive,bing,NA
desiccate,negative,bing,NA
desiccated,negative,bing,NA
desirable,positive,bing,NA
desiring,positive,bing,NA
desirous,positive,bing,NA
desititute,negative,bing,NA
desolate,negative,bing,NA
desolately,negative,bing,NA
desolation,negative,bing,NA
despair,negative,bing,NA
despairing,negative,bing,NA
despairingly,negative,bing,NA
desperate,negative,bing,NA
desperately,negative,bing,NA
desperation,negative,bing,NA
despicable,negative,bing,NA
despicably,negative,bing,NA
despise,negative,bing,NA
despised,negative,bing,NA
despoil,negative,bing,NA
despoiler,negative,bing,NA
despondence,negative,bing,NA
despondency,negative,bing,NA
despondent,negative,bing,NA
despondently,negative,bing,NA
despot,negative,bing,NA
despotic,negative,bing,NA
despotism,negative,bing,NA
destabilisation,negative,bing,NA
destains,negative,bing,NA
destiny,positive,bing,NA
destitute,negative,bing,NA
destitution,negative,bing,NA
destroy,negative,bing,NA
destroyer,negative,bing,NA
destruction,negative,bing,NA
destructive,negative,bing,NA
desultory,negative,bing,NA
detachable,positive,bing,NA
deter,negative,bing,NA
deteriorate,negative,bing,NA
deteriorating,negative,bing,NA
deterioration,negative,bing,NA
deterrent,negative,bing,NA
detest,negative,bing,NA
detestable,negative,bing,NA
detestably,negative,bing,NA
detested,negative,bing,NA
detesting,negative,bing,NA
detests,negative,bing,NA
detract,negative,bing,NA
detracted,negative,bing,NA
detracting,negative,bing,NA
detraction,negative,bing,NA
detracts,negative,bing,NA
detriment,negative,bing,NA
detrimental,negative,bing,NA
devastate,negative,bing,NA
devastated,negative,bing,NA
devastates,negative,bing,NA
devastating,negative,bing,NA
devastatingly,negative,bing,NA
devastation,negative,bing,NA
deviate,negative,bing,NA
deviation,negative,bing,NA
devil,negative,bing,NA
devilish,negative,bing,NA
devilishly,negative,bing,NA
devilment,negative,bing,NA
devilry,negative,bing,NA
devious,negative,bing,NA
deviously,negative,bing,NA
deviousness,negative,bing,NA
devoid,negative,bing,NA
devout,positive,bing,NA
dexterous,positive,bing,NA
dexterously,positive,bing,NA
dextrous,positive,bing,NA
diabolic,negative,bing,NA
diabolical,negative,bing,NA
diabolically,negative,bing,NA
diametrically,negative,bing,NA
diappointed,negative,bing,NA
diatribe,negative,bing,NA
diatribes,negative,bing,NA
dick,negative,bing,NA
dictator,negative,bing,NA
dictatorial,negative,bing,NA
die,negative,bing,NA
die-hard,negative,bing,NA
died,negative,bing,NA
dies,negative,bing,NA
difficult,negative,bing,NA
difficulties,negative,bing,NA
difficulty,negative,bing,NA
diffidence,negative,bing,NA
dignified,positive,bing,NA
dignify,positive,bing,NA
dignity,positive,bing,NA
dilapidated,negative,bing,NA
dilemma,negative,bing,NA
diligence,positive,bing,NA
diligent,positive,bing,NA
diligently,positive,bing,NA
dilly-dally,negative,bing,NA
dim,negative,bing,NA
dimmer,negative,bing,NA
din,negative,bing,NA
ding,negative,bing,NA
dings,negative,bing,NA
dinky,negative,bing,NA
diplomatic,positive,bing,NA
dire,negative,bing,NA
direly,negative,bing,NA
direness,negative,bing,NA
dirt,negative,bing,NA
dirt-cheap,positive,bing,NA
dirtbag,negative,bing,NA
dirtbags,negative,bing,NA
dirts,negative,bing,NA
dirty,negative,bing,NA
disable,negative,bing,NA
disabled,negative,bing,NA
disaccord,negative,bing,NA
disadvantage,negative,bing,NA
disadvantaged,negative,bing,NA
disadvantageous,negative,bing,NA
disadvantages,negative,bing,NA
disaffect,negative,bing,NA
disaffected,negative,bing,NA
disaffirm,negative,bing,NA
disagree,negative,bing,NA
disagreeable,negative,bing,NA
disagreeably,negative,bing,NA
disagreed,negative,bing,NA
disagreeing,negative,bing,NA
disagreement,negative,bing,NA
disagrees,negative,bing,NA
disallow,negative,bing,NA
disapointed,negative,bing,NA
disapointing,negative,bing,NA
disapointment,negative,bing,NA
disappoint,negative,bing,NA
disappointed,negative,bing,NA
disappointing,negative,bing,NA
disappointingly,negative,bing,NA
disappointment,negative,bing,NA
disappointments,negative,bing,NA
disappoints,negative,bing,NA
disapprobation,negative,bing,NA
disapproval,negative,bing,NA
disapprove,negative,bing,NA
disapproving,negative,bing,NA
disarm,negative,bing,NA
disarray,negative,bing,NA
disaster,negative,bing,NA
disasterous,negative,bing,NA
disastrous,negative,bing,NA
disastrously,negative,bing,NA
disavow,negative,bing,NA
disavowal,negative,bing,NA
disbelief,negative,bing,NA
disbelieve,negative,bing,NA
disbeliever,negative,bing,NA
disclaim,negative,bing,NA
discombobulate,negative,bing,NA
discomfit,negative,bing,NA
discomfititure,negative,bing,NA
discomfort,negative,bing,NA
discompose,negative,bing,NA
disconcert,negative,bing,NA
disconcerted,negative,bing,NA
disconcerting,negative,bing,NA
disconcertingly,negative,bing,NA
disconsolate,negative,bing,NA
disconsolately,negative,bing,NA
disconsolation,negative,bing,NA
discontent,negative,bing,NA
discontented,negative,bing,NA
discontentedly,negative,bing,NA
discontinued,negative,bing,NA
discontinuity,negative,bing,NA
discontinuous,negative,bing,NA
discord,negative,bing,NA
discordance,negative,bing,NA
discordant,negative,bing,NA
discountenance,negative,bing,NA
discourage,negative,bing,NA
discouragement,negative,bing,NA
discouraging,negative,bing,NA
discouragingly,negative,bing,NA
discourteous,negative,bing,NA
discourteously,negative,bing,NA
discoutinous,negative,bing,NA
discredit,negative,bing,NA
discrepant,negative,bing,NA
discriminate,negative,bing,NA
discrimination,negative,bing,NA
discriminatory,negative,bing,NA
disdain,negative,bing,NA
disdained,negative,bing,NA
disdainful,negative,bing,NA
disdainfully,negative,bing,NA
disfavor,negative,bing,NA
disgrace,negative,bing,NA
disgraced,negative,bing,NA
disgraceful,negative,bing,NA
disgracefully,negative,bing,NA
disgruntle,negative,bing,NA
disgruntled,negative,bing,NA
disgust,negative,bing,NA
disgusted,negative,bing,NA
disgustedly,negative,bing,NA
disgustful,negative,bing,NA
disgustfully,negative,bing,NA
disgusting,negative,bing,NA
disgustingly,negative,bing,NA
dishearten,negative,bing,NA
disheartening,negative,bing,NA
dishearteningly,negative,bing,NA
dishonest,negative,bing,NA
dishonestly,negative,bing,NA
dishonesty,negative,bing,NA
dishonor,negative,bing,NA
dishonorable,negative,bing,NA
dishonorablely,negative,bing,NA
disillusion,negative,bing,NA
disillusioned,negative,bing,NA
disillusionment,negative,bing,NA
disillusions,negative,bing,NA
disinclination,negative,bing,NA
disinclined,negative,bing,NA
disingenuous,negative,bing,NA
disingenuously,negative,bing,NA
disintegrate,negative,bing,NA
disintegrated,negative,bing,NA
disintegrates,negative,bing,NA
disintegration,negative,bing,NA
disinterest,negative,bing,NA
disinterested,negative,bing,NA
dislike,negative,bing,NA
disliked,negative,bing,NA
dislikes,negative,bing,NA
disliking,negative,bing,NA
dislocated,negative,bing,NA
disloyal,negative,bing,NA
disloyalty,negative,bing,NA
dismal,negative,bing,NA
dismally,negative,bing,NA
dismalness,negative,bing,NA
dismay,negative,bing,NA
dismayed,negative,bing,NA
dismaying,negative,bing,NA
dismayingly,negative,bing,NA
dismissive,negative,bing,NA
dismissively,negative,bing,NA
disobedience,negative,bing,NA
disobedient,negative,bing,NA
disobey,negative,bing,NA
disoobedient,negative,bing,NA
disorder,negative,bing,NA
disordered,negative,bing,NA
disorderly,negative,bing,NA
disorganized,negative,bing,NA
disorient,negative,bing,NA
disoriented,negative,bing,NA
disown,negative,bing,NA
disparage,negative,bing,NA
disparaging,negative,bing,NA
disparagingly,negative,bing,NA
dispensable,negative,bing,NA
dispirit,negative,bing,NA
dispirited,negative,bing,NA
dispiritedly,negative,bing,NA
dispiriting,negative,bing,NA
displace,negative,bing,NA
displaced,negative,bing,NA
displease,negative,bing,NA
displeased,negative,bing,NA
displeasing,negative,bing,NA
displeasure,negative,bing,NA
disproportionate,negative,bing,NA
